cleaned_text
"['berbenah', 'efek']"
"['rayakan', 'ormas', 'semut', 'grebeg']"
['rekonsiliasi']
['syukuri']
['sykuran']
['syukuran']
['syukuran']
['syukuran']
"['stop', 'anies', 'lucu']"
"['fraksi', 'gerindra', 'dprd', 'aniesmuhaimin', 'ganjarmahfud']"
['syukuran']
"['cacat', 'cacat', 'cacat', 'dibatalkan', 'cacat', 'batal']"
['syukuran']
"['cacat', 'cacat', 'cacat', 'batal', 'hukumpasangan', 'cacat', 'batal']"
['rekonsiliasi']
['rekonsiliasi']
['syukuran']
['syukuran']
['disambut']
"['jokowi', 'rayakan']"
"['sesuai', 'undangundang']"
"['menolak', 'dimenangkan']"
['didukung']
"['gerombolan', 'penjahat', 'mensetting', 'curang', 'menghasilkan']"
"['jokowi', 'rayakan', 'membantu']"
['dukungan']
"['jokowi', 'rayakan', 'membantu']"
"['jokowi', 'rayakan', 'membantu']"
"['santai', 'deklarasi', 'mendukung']"
"['jokowi', 'mengikuti', 'penolakan']"
"['malu', 'nasdem', 'kontribusi']"
['erick']
"['golkar', 'soesatyo', 'mengapresiasi', 'kompak']"
"['erick', 'thohir']"
['erick']
"['menyedihkan', 'kasih']"
['peduli']
"['imin', 'berdarah2', 'memperjuangkan', 'enak', 'jatah']"
['selamat']
"['selamat', 'ungkapan', 'kebahagiaan']"
['terkecuali']
['syukuri']
"['selamat', 'syukur']"
['jokowi']
['syukuran']
"['pks', 'pkb', 'pdip', 'menjaga', 'etika', 'sejalan', 'curang', 'layak', 'nasdem', 'heranrakyat']"
['rekonsiliasi']
['memiillh']
['rekonsiliasi']
"['bahagia', 'semangat']"
['rekonsiliasi']
['syukuran']
['hoaks']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
"['angkat', 'kaki']"
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
"['syukuran', 'ustadz', 'riyadh', 'bajrey', 'luhut', 'kebenaran']"
"['syukuran', 'ustadz', 'riyadh', 'bajrey', 'luhut', 'kebenaran']"
['syukuran']
['syukuran']
['syukuran']
"['03', 'mempermasalahkan', 'kalah', 'fitnah', 'ganjar']"
['syukuran']
['syukuran']
"['ganjar', 'menolak']"
['syukuran']
['syukuran']
['kalah']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
['syukuran']
"['nantikan', 'mudahkan']"
['jokowi']
"['santai', 'deklarasi', 'mendukung']"
"['semudah', 'pusing', 'nikmati', 'sempurna']"
"['menutupi', 'menyelamatkan', 'penjahatnya', '1pembantaian', '2pencucian', 'uang', 'pejabat', '3korupsi', 'keluarga', 'jokowi', 'terungkap']"
"['tolak', 'gugatan', '01', '03', 'demokrat', 'sempurna']"
['nyesel']
"['anies', 'baswedan', 'selamat', 'selamat', 'anies', 'selamat', 'curang']"
"['tolong', 'diplintir', 'penyampaian', 'anies', 'rasyid', 'baswedan', 'selamat', 'selamat']"
"['alhamdulillah', 'syukuran', 'menyambut', 'mendukung']"
['syukuran']
"['alhamdulillah', 'syukuran', 'menyambut', 'mendukung']"
"['meloloskan', 'gugatan', 'meloloskan', 'naif']"
"['santai', 'deklarasi', 'mendukung']"
"['bakti', 'menambah', 'oleng', 'puyeng', 'kalah', 'tempuh', 'unggul']"
['selamat']
"['sadar', 'benalu', 'sadar']"
"['sadar', 'benalu', 'sadar']"
['kencang']
['curang']
"['syukuran', 'berau', 'kerajaan']"
"['hikmahnya', 'pdip', 'nyungsep']"
['syukur']
"['kekalahan', 'gembong']"
"['dijajakan', 'dilangsungkan', 'selamat', 'membanjiri']"
"['ujung', 'tombak']"
"['mengancam', 'mengkhianati', 'konsekuensinya', 'kebanyakan', 'berkorban', 'hilang', 'dihilangkan']"
"['alhamdulillah', 'syukuran', 'menyambut', 'mendukung']"
"['idaman', 'restu', 'jokowi', 'diduga']"
"['cerdas', 'poyuono', 'ajukan', 'pertimbangan', 'curang']"
['tasyakuran']
"['menerima', 'selamat']"
['tasyakuran']
['hormati']
"['hikmahnya', 'pdip', 'nyungsep']"
"['hikmahnya', 'pdip', 'nyungsep']"
['safarudin']
"['ulama', 'kritik']"
['efek']
"['hikmahnya', 'pdip', 'nyungsep']"
['membatalkan']
"['megawati', 'soekarnoputri', 'menampikan', 'kecurangan', 'endorse', 'jokowi', 'penjahat', 'potensi', 'pdip', 'risiko', 'perpecahan']"
"['restu', 'jokowi', 'diduga']"
"['restu', 'jokowi', 'diduga']"
['nyesal']
"['terima', 'pesta', 'fedi', 'nuril', 'terima', 'ngotot', 'membicarakan']"
"['terbuka', 'pdip', 'abu²', 'sayang', 'pragmatisnya', 'perjuangan', 'elektoral', 'kehilangan', 'ideologisnya', 'harapannya']"
"['opini', 'mimpi']"
['sambut']
"['gembira', 'bahagia', 'penggemar', 'dukung']"
['hormati']
['hormati']
['hormati']
['hormati']
"['denny', 'siregar', 'menyerang', 'menyerang', 'rejim']"
"['deny', 'bodohnya', 'dukung', 'ganjar']"
"['gugat', 'mending', 'pdip', 'tarik', 'kadernya', 'jokowi']"
"['gugat', 'mending', 'pdip', 'tarik', 'kadernya', 'jokowi']"
['safaruddin']
['selamat']
"['kaget', 'jongosnya', 'memperjuangan', 'ngawal', 'menjaganya']"
"['hormati', 'ganjar']"
"['selamat', 'hubertus', 'menggerakkan', 'de', 'vacto', 'bubar', 'diganti', 'kejayaan']"
['terima']
"['sayang', 'ksatria', 'tentara']"
"['anies', 'baswedan', 'stop', 'bacot', 'berspekulasi', 'anies', 'ngemis', 'jabatan', 'samakan', 'anies', 'diam', 'jokowi', 'memberinya', 'jabatan', 'menhan']"
"['perayaan', 'perayaan', 'takluknya', 'pdip', 'gembong']"
['syukuran']
"['penuhi', 'janji', 'posko', 'fadli', 'zon', 'syukuran']"
"['alhamdulillah', 'syukuran', 'menyambut', 'mendukung', 'maju']"
"['selamat', 'curang', 'korban', 'simpatik', 'hinaampterhina']"
"['kehadiran', 'amin', 'melegitimasi']"
"['selamat', 'sulit', 'tercinta', 'maju']"
"['selamat', 'menjilat']"
"['selamat', 'kepentingan', 'sesuai']"
"['tolak', 'ganjar', 'anies']"
"['memalsukan', 'penerimaan', 'rekayasa']"
"['kehadiran', 'amin', 'melegitimasi']"
"['lengkap', 'mulut', 'manis', 'nangis', 'mengemisngemis']"
"['rejeki', 'beban', 'amanah', 'terima', 'konsekuensi', 'terhormat', 'mati', 'terhina']"
"['jujur', 'anies', 'rastid', 'baswedan', 'berkoalisi', 'mengisi', 'jabatan', 'rezim', 'anies', 'mencalonkan', 'curang', 'patut', 'terima']"
"['perih', 'pdip', 'mangkir', 'prima', 'perbaiki']"
"['dikenang', 'kalah', 'kecurangan']"
"['selamat', 'maju', 'dana', 'kementerian', 'serius', 'kepentingan']"
"['alhamdulillah', 'selamat', 'selamat', 'bangga', 'selamat', 'amanah', 'bobby']"
"['dukungan', 'rezim', 'pembohong', 'kezhalimannya', 'kawanan', 'amoral', 'hobi', 'matatelinga', 'busuk', 'rezim', 'waras']"
"['selamat', 'selamat']"
"['bissmillahirahmaniirahiim', 'selamat', 'sukses', 'bahagia', 'puji', 'syukur', 'damai', 'rukun', 'bahagia']"
"['tarian', 'selamat']"
"['bahaya', 'dukung']"
"['menodai', 'karier', 'politiknya', 'curang']"
['perayaan']
['takut']
"['01', '03']"
"['anies', 'menengah', 'melawan', 'perlawanan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
"['perjuangan', 'kepercayaan']"
['refleksi']
"['anies', 'gembar', 'gembor', 'reekonsiliasi', 'kepanasan']"
['keraguan']
['membuka']
"['mengawal', 'dpp', 'golkar']"
['keraguan']
"['berharap', 'maju', 'adil', 'makmur']"
"['berharap', 'maju', 'adil', 'makmur']"
"['berharap', 'maju', 'adil', 'makmur']"
['memperingati']
"['berharap', 'maju', 'adil', 'makmur']"
"['selamat', 'amanah']"
"['bersikap', 'legowo']"
"['menolak', 'gugatan']"
"['terimakasih', 'legowo', 'menerima']"
['keraguan']
"['bersikap', 'legowo']"
['keraguan']
"['menerima', 'lapang']"
"['menerima', 'berdampak']"
"['dipertegas', 'keraguan']"
"['mantap', 'keraguan']"
"['pastikan', 'keraguan', 'pertegas']"
['keraguan']
"['narasi', 'setuju', 'hilang']"
"['gugatan', 'sia']"
"['ganjar', 'pranowo', 'mahfud', 'legowo', 'terbuka', 'menyambut', 'ganjar', 'berharap']"
"['diharapkan', 'lancar', 'mensupport']"
"['ganjar', 'pranowo', 'mahfud', 'legowo', 'terbuka', 'menyambut', 'ganjar', 'berharap']"
['keraguan']
"['legowo', 'menerima']"
['kerukunan']
['gugatan']
"['01', '03', 'legowo']"
['tekah']
"['kepercayaan', 'alhamdulillah']"
['keraguan']
['keraguan']
"['legowo', 'menerima']"
"['keraguan', 'pertegas']"
"['ganjar', 'pranowo', 'mahfud', 'legowo', 'terbuka', 'menyambut']"
"['tolak', 'gugatan', '01', '03', 'alhamdulillah', 'selamat']"
"['gegap', 'gempita', 'positif']"
"['ganjar', 'pranowo', 'mahfud', 'legowo', 'terbuka', 'menyambut', 'ganjar', 'berharap']"
"['ganjar', 'pranowo', 'mahfud', 'legowo', 'terbuka', 'menyambut', 'ganjar', 'berharap']"
['keraguan']
['bertentangan']
"['kukuh', 'diragukan', 'alhamdulillah']"
"['selamat', 'makmur', 'maju']"
"['menunggu', 'selamat']"
['selamat']
['keraguan']
['keraguan']
"['legowo', '01', 'selamat']"
['keraguan']
"['keraguan', 'mantap']"
"['alhamdulillah', '03', 'legowo']"
"['ganjar', 'berjiwa']"
"['anies', 'hebat', 'pengesahan', 'ksatria', 'kabur', 'jordania', 'mertuanya', 'dilengserkan', 'pengesahan', 'jokowi']"
"['anies', 'muhaimin', 'selamat', 'rocky', 'gerung', 'dikenang', 'kecurangan']"
"['galau', 'drama', 'baper', 'berujung', 'keokk']"
"['ganjar', 'pranowo']"
"['sulaiman', 'haikal', 'layak']"
"['jokowi', 'berterimakasih', 'fadli', 'zon', 'rocky', 'gerung', 'berterimakasih', 'hasto', 'kakak', 'ds']"
"['legowo', 'keren', 'abah', 'berjiwa', 'ksatria', 'tarwiyah', 'diberitain', 'legowo']"
"['mendeklarasikan', 'sengketa', 'sidang']"
"['selamat', 'menghasilkan', 'alhamdulillah', 'syukur', 'selamat', 'sukses', 'terima', 'kasih']"
"['tahunya', 'jujur']"
"['singkatnya', 'gegap', 'gempita', 'positif', 'berharap', 'memutus', 'bijaksana']"
"['ganjar', 'pranowo', 'mahfud', 'legowo', 'terbuka', 'menyambut', 'ganjar', 'berharap']"
"['curang', 'bangganya', 'ampun', 'zonk', 'jokowi', 'sampah']"
"['dipandang', 'ulayat', 'anis', 'sejatinya', 'anis', 'rangkulan', 'wajib', 'intai', 'anissalam', 'dm']"
"['pelanggaran', 'serius', 'ulang', 'setuju', 'menolak', 'setuju', 'setuju', 'korup']"
"['aniesmuhaimin', 'capresnya', 'nerima', 'kekalahan', 'ngakui', 'marah2', 'nyalahkan', 'ilahi', 'aneeh', 'stress']"
"['peradilan', 'jujur', 'adil']"
['ganjar']
"['dugaan', 'menangani', 'sengketa', 'menolak', 'gugatan']"
"['dugaan', 'menangani', 'sengketa', 'menolak', 'gugatan']"
"['tw', 'cari', 'baju', 'lemari', 'sengaja', 'denger', 'isinya', 'intinya', 'reflek', 'dih']"
['kukuhkan']
"['alhamdulillah', 'abah', 'anies', 'mengikuti', 'diakui', 'tantrum', 'kekalahan', 'selamat']"
"['alhamdulillah', 'abah', 'anies', 'mengikuti', 'diakui', 'tantrum', 'kalah', 'selamat']"
"['pejamkan', 'tarik', 'napas', 'bersyukur', 'bergantung', 'menempatkan', 'sederhana']"
['peradilan']
"['ujian', 'cobaan', 'disintegrasi', 'merebak', 'disintegrasi', 'cegah']"
"['alhamdulillah', 'selamat']"
"['anggawira', 'mengapresiasi']"
"['disintegrasi', 'memisahkan', 'diam']"
['ganjar']
"['respect', 'bersedia', 'jiwa', 'ksatria', 'ganjar', 'mahfud']"
['ganjar']
"['savage', '0103']"
"['demokrat', 'benny', 'harman', 'sempurna']"
"['korban', 'pembodohan', 'dikemas', 'kemajuan', 'aqidah', 'dosa', 'mengakuiterima']"
"['memperkokoh', 'joko', 'widodo', 'hebat', 'megawati', 'soekarnoputri']"
"['menutup', 'nepotisme', 'kecurangan', 'rezim']"
"['tuntas', 'komandan', 'maju', 'tuntas', '20142029', '2442024']"
['sempurnakan']
"['peradilan', 'jujur', 'adil']"
"['lawan', 'ditakutkan']"
"['pinter', 'ngaji', 'tolong', 'cara²', 'jokowi', 'cawe²', 'dibenarkan']"
"['diketemukan', 'kecurangan', 'ditemukan', 'kemerosotan', 'ekonomi', 'binasa', 'menyenangkan']"
"['𝗣𝗲𝗿𝗶𝘀𝘁𝗶𝘄𝗮', '𝗣𝗲𝗻𝗴𝘂𝗮𝘁', '𝗣𝗗𝗜𝗣', '𝗯𝗲𝗿𝗴𝗮𝗯𝘂𝗻𝗴', '𝗣𝗲𝗺𝗲𝗿𝗶𝗻𝘁𝗮𝗵', 'puan', 'maharani', 'open', 'house', 'roeslani', 'puan', 'maharani', 'kerap', 'meredam', 'hasto', 'terlampau']"
['keraguan']
['selamat']
['terima']
"['diketok', 'menerima', 'sudahi', 'bapernya', 'bawabawa', 'surga', 'neraka', 'kawan']"
"['dorong', 'move', 'on', 'terima']"
"['kalah', 'legowo', 'terima']"
"['sadar', 'dissenting', 'opinian', 'obsolut', 'meragukannya', 'berbangga', 'dengar', 'nurani']"
"['peluang', 'pengembangan', 'ekonomi', 'berbasis', 'laut', 'sengketa', 'perhelatan', '2242024']"
['membunuh']
"['selamat', 'amanah']"
"['jatuh', 'kebenaran', 'keadilan', 'sulit', 'damai', 'sejahtera', 'kecurangan', 'culas']"
"['sekedar', '01', '03', 'slogan', 'jujur', 'adil', 'diwujudkan', 'dibela', 'kecurangan']"
"['tolak', 'tuntutan', 'tewas', 'ketepikan', 'petisyen', 'mahu', 'batal']"
"['menolak', 'membatalkan', 'berani', 'progresif']"
"['setuju', 'memendam', 'dendam']"
"['anies', 'ganjar', 'menerima', 'anies', 'ganjar', 'sejatinya', 'menerima', 'selamat']"
"['tuduhan2', 'lawan', 'mental', 'menunggu']"
"['perjuangan', 'dukung', 'keadilan']"
"['kontroversi', 'kredibilitas']"
"['dendam', 'sejatinya', 'selamat']"
"['terima', 'melegitimasi', 'memendam', 'permusuhan']"
['selamat']
['sengketa']
"['alhamdulillah', 'terselamatkan']"
['hasibuan']
"['menolak', 'gugatan', '01', '03', 'sengketa', 'menerima', 'kompak', 'selamat', 'amin', 'ganjarmahfud']"
"['alhamdulillah', 'terima', 'kasih', 'karunia']"
"['selangkangan', 'kadernya', 'memperkosa', 'diem']"
"['aniescak', 'imin', 'ganjarmahfud']"
"['maju', 'menyambut']"
"['menolak', 'gugatan', 'pemohon', 'sengketa']"
"['mempercayai', 'keadilan']"
"['demo', 'smp', 'bakar2', 'dpn', 'koq', 'pura2', 'bingung', 'nyerang', 'psyg', 'skr', 'dukung', 'anies', 'ganjar', 'kritis', 'fitnah']"
"['aniesmuhaimin', 'selamat', 'aniesmuhaimin', 'tonton', 'videonya']"
"['persis', 'taktik', 'strateginya', 'copy', 'paste']"
"['disahkan', 'saldi', 'isra', 'enny', 'nurbaningsih', 'hidayat', 'dissenting', 'opinion', 'wlupun', 'mempengaruhi', 'bersifat']"
"['menolak', 'gugatan', 'sengketa', '01', 'aniesmuhaimin', '03', 'ganjarmahfud']"
"['dirimu', 'denny', 'senangilha', 'gibrandan', 'legowo']"
"['mempercayai', 'keadilan']"
"['mempercayai', 'keadilan']"
"['puang', 'alhamdulillah']"
"['alhamdulillah', 'bahagia', 'makasih', 'suportnya']"
"['sembahannya', 'selamat', 'gibranpara', 'pecundang', 'kehilangan', 'induk', 'kehalusinasi', 'sesembahan', 'illah', 'palsu']"
"['01', 'anies', 'imin', 'selamat']"
"['lampung', 'sambut', 'syukuri']"
"['mempercayai', 'keadilan', 'murnis']"
"['amin', 'ganjarmahfud', 'selamat']"
"['angkat', 'mengibarkan', 'bendera', 'ituloh', 'dimenangkan']"
"['sulaiman', 'haikal', 'layak']"
"['pbnu', 'selamat']"
"['selamat', 'menikmati', 'gelap']"
"['anies', 'selamat', 'berdua']"
['timses']
"['pale', 'peang', 'kecurangan', 'kelicikan', 'kejahatan']"
"['selamat', 'menunggu', 'sejahtera']"
"['predikatkan', 'ketetapan', 'semestatanpa', 'ijinnya']"
['manusman']
"['imin', 'kalah', 'selamat', 'selamat', 'berharap', 'adil', 'makmur']"
"['pengacara', 'gerombolan', 'jokowi', 'luhut']"
"['kalah', 'kalah', 'rusuh', '01', '03', 'legowo']"
['nikmati']
"['mempercayai', 'keadilan']"
"['selamat', 'selamat', 'maju', 'terkenal', 'damai', 'sejahtera']"
['dipertanggungjawabkan']
"['logika', 'abah', 'abah', 'abah', 'kalah', 'abah']"
"['ganjarmahfud', 'absolut']"
['selamat']
"['joget', 'mantap']"
"['anies', 'baswedan', 'imin']"
"['menolak', 'gugatan', 'ganjar', 'pranowomahfud', 'sengketa', 'perselisihan', 'phpu', 'ganjar', 'pranowomahfud', 'lubis', 'absolut']"
"['mempercayai', 'keadilan']"
"['menolak', 'sengketa']"
"['super', 'munafik', 'muncul', 'permukaan', 'pahlawan']"
"['sudahi', 'selamat', 'raihan']"
"['mempercayai', 'keadilan']"
"['dissenting', 'opinion', 'hakim2', 'indikasi', 'bermutunya', 'kelam', 'ditangan', 'jokowi', 'haus', 'kekuasaan']"
"['anies', 'baswedan', 'selamat']"
['syukur']
"['pdip', 'keberhasilan', 'pdip', 'penghianatan', 'setting', 'pdip', 'terpuruk', 'nepotisme', 'mengacak2']"
['harapan']
"['tolak', 'gugatan', 'aniesganjar', 'kekalahan']"
"['mantap', 'disangkal']"
"['mempercayai', 'keadilan']"
"['curang', 'penikmat', 'jabatan', 'berlomba2', 'bersenang', 'naudzubilllahimindzalik']"
"['suhartoyo', 'keluarga', 'ancaman', 'antek2', 'jokowi', 'bilamana', 'pembatalan', 'anggota', 'keluarganya', 'dicelakai']"
"['nangis', 'nangis', 'ditahan2', 'kepastian', 'hukumkasianwkwkwkw']"
"['tolak', 'gugatan', 'phpu', 'yandri']"
"['mulus', 'teguran', 'hukuman', 'licin', 'hati2', 'ganggu', 'terpeleset']"
"['mempercayai', 'keadilan']"
"['poltik', 'setuju', 'pembatalan']"
"['membatalkan', 'nihil']"
"['menyesatkan', 'memotong', 'konteks', 'keperluan', 'antisipasi']"
"['alhamdulilah', 'ganjar', 'selamat', 'ganjaris', 'pindah', 'respek', 'kesatria']"
"['firasatmu', 'kawan', 'rahasia', 'sbgai', 'khusnudzan', 'penegak', 'menerima', '01', '03', 'kekalahan', 'komisioner']"
"['syukuran', 'tuduhan', 'curang']"
"['pan', 'syukur', 'keraguan']"
"['pesta', 'jokowi']"
"['hormati', 'dukungan']"
"['mempercayai', 'keadilan']"
"['berpikir', 'berpendapat', 'sebel', 'alhamdulillah', 'sidang', 'selamat']"
"['hasibuan', 'bersyukur', 'phpu', 'pembela', 'hasibuan']"
"['sidang', 'sengketa']"
"['kulo', 'mulyono', 'ngaturakeun', 'selamat', 'wali', 'selamat', 'menunaikan', 'amanah', 'mandat']"
"['mempercayai', 'keadilan']"
"['mempercayai', 'keadilan']"
"['ganjarmahfud', 'absolut']"
